"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.60069747166524","3.0922795663183","3.96781695223308","5.81573798283632","5.61212677996816","3.79257496716387","5.29652364315369","6.30314766017139","3.37063733755787","3.28021254314118","3.7055882646728","6.56914724863289","2.19987800429125","1.04827145641269","5.62905761024783","4.52747530572135","2.0981114684233","2.17096351292143","3.33279482284641","2.94529462259445","5.94980691629424","5.07287845079243","1.72707333316875","-0.677054172593259","3.10730064897437","0.789086084331487","3.28668557567364","2.0034804687199","0.439923993118455","-1.37148500404992","1.61405154661192","","","",
"Africa Eastern and Southern","AFE","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","1.86170113575703","0.979877966098108","3.2853636581513","3.72697762344484","3.5699509032738","4.05454687011719","1.35648539002247","3.39772279390521","5.22110647508369","4.7360901078856","4.66418002305255","10.1813984597602","11.9008758076248","15.4390860555148","11.9337531309587","10.0377075794188","10.8048788881386","11.1817935239061","15.1234221053504","19.2052947580264","10.8530772651213","7.69747177639768","11.5568417274293","11.4775575193279","16.8151829000055","13.5092843207163","11.7357835167118","20.0811009247052","14.7982343672356","11.9263048403352","12.5319618968832","14.2531376764685","13.3768641263433","10.970426743749","12.8165184306103","14.4531114060499","9.01894074585519","8.2695548781525","8.00681327830817","11.1173058823142","8.31282508915156","8.15195054099628","8.11271176092204","9.83959057276781","7.40752901026004","9.3438877929813","8.20142855783995","13.1071255182134","7.50452079637039","6.35103834717145","9.43027047205072","7.12384336720022","5.3105147008273","5.43578198423347","5.57065119354225","6.37860715896618","6.38244145318939","4.45347271308206","3.99113802167632","5.51038075168182",
"Afghanistan","AFG","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.655238211175","11.2714320712639","10.9127735539374","7.19975128908025","22.5277561997899","2.09628874882868","-2.16340442783005","3.81463031709113","16.5933467311629","7.30175647136595","4.82278547931649","0.566944540816536","2.44756300204637","-2.19752646590604","2.40365618844285","2.07134857890898","6.52147984507825","5.49747785416332",
"Africa Western and Central","AFW","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","3.33614829241849","2.43266332893045","3.0139171564476","2.90617795078703","2.75243171349027","4.14307892308476","1.28037535067913","2.03146493895743","4.83856099553375","3.71045521169691","4.18919648768106","5.14581077289549","7.19899600510408","13.422639128858","8.5867720863919","12.0547725627496","11.0431083052755","7.66739154785461","11.1739395324355","11.9782490154202","10.6252870249993","13.8205590469078","9.92793639864083","11.3150500299381","5.29721350176417","0.0204677950134808","1.68456342543904","3.40855659996421","3.58485904083869","6.66894187234996","3.0734989661165","0.738816824028547","2.37832182418319","25.0620427392601","7.68083409226116","5.38792781215911","3.66750917412438","5.23160474756106","7.61207819396112","5.2898048599024","4.31995749994334","1.88257794205882","1.41057372316605","5.68195133906449","6.6889339443629","4.64332214023644","4.76187829927824","9.57675740925085","1.61492033941349","5.51537707542825","8.78984129344706","4.73009483525227","1.57313536766499","0.280788087669997","2.00187427122962","1.57573371149955","2.79997163174258","2.23284617955301","1.70974383678048","1.59107953561461",
"Angola","AGO","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-2.10030616508338","0","0.0127635595984543","0.0011881115577097","19.0352057383646","-9.01306192046172","9.82331135214172","2.21377444879207","16.2796626876656","14.0074398234429","106.309982271022","476.51575086326","917.783468411763","2175.97895508759","1825.49514900731","4800.53164415744","95.4530221791129","39.3593483252693","557.501113091215","418.018991534099","106.352125501451","196.98410524691","93.9268544397287","33.4401786487082","42.3755606018204","17.1180976102743","4.30841552965401","19.3699205957861","-16.7610820511749","32.2634423201135","31.7715491882555","7.25567045324638","2.83978907143596","3.56082079817712","-3.51838638754951","21.7742400179127","22.6145115319501","29.0659544893525","28.0906771592866","15.0969974726712",
"Albania","ALB","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-2.13957198592792","-0.0177190999887955","-0.0167551715144612","-0.0283602569953842","0.35122234732161","-2.41730042856717","-0.000306092834449601","-0.000578580125704775","0.00367916143216007","-0.431368813098928","35.5142469578391","232.984658871868","125.650814200424","35.8424752156681","9.97066268022495","38.1721119122412","11.2396818167848","6.73024515556058","2.10347859903513","5.6437820728261","3.81393291822263","3.64414991674873","5.19710539886991","3.15694393888282","3.30349111296087","2.48066573879642","4.38989968361267","4.11718573134389","2.42264589808883","4.49310668166341","2.31478550447697","1.04242472953734","0.288751645229254","1.54987861943484","0.563958924921181","-0.632442858667801","1.45111572468173","1.35940039453163","0.477277009414109","-0.964778964039652",
"Andorra","AND","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","7.84587099216797","8.51807771267006","11.8494338564743","15.9452012974299","16.7817954081357","16.4898572117249","23.3830925590875","20.6310414050793","16.9316890729089","13.3548138463661","12.3511732158072","13.5823498290083","11.884235250551","10.8647343709065","8.59546376147362","10.8788152564798","5.9441988101207","5.93612498877954","6.89620714766038","7.32624365429133","6.93514836233598","6.71076896051142","4.53723214675858","3.87985832158631","4.93312104936552","0.797177729321263","2.22816030666122","1.49955384331271","2.73197952535102","28.7415528975991","3.08053517916559","3.23953176987777","3.17748421556476","3.04242399802695","3.39610212995052","3.45718408670396","3.21122734131436","2.27433831984322","0.132136132405464","0.374313758110119","0.196764152031051","0.174556905779482","0.448492200194735","-0.0840193165570753","0.660588959137868","0.347795381575793","1.13650934319639","1.01247848005298","1.37475350829189","1.05752532730277",
"Arab World","ARB","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","1.1129759426953","3.46769842542869","6.56187254887828","2.88672356045552","11.3940363041529","24.3947260899814","5.91402210943464","9.51181296924753","9.79471491224135","8.41721327900065","13.9878379203217","17.4722936584549","11.4107480104638","6.52970585465911","7.25579877142597","6.98120274567067","4.97252640197206","7.26025166665718","8.84202042193591","5.38319482606519","8.70341450518352","14.8277926843744","7.86471109233668","5.71674376891141","4.69134334377284","7.87371705849506","7.11122212649723","5.06481964069891","4.73548255995039","-1.71524486620686","6.62689397577544","10.442344704719","0.715797566821095","3.97074773282308","5.01623968501226","11.0237842211026","14.1601134997583","9.41874355146707","8.34975614153638","17.0083554064538","-8.70527002029664","12.4901759424146","15.5293733499271","4.60681522593885","1.30729203571408","0.377809577308867","-3.70701301671946","0.989907572681432","6.08802782318536","7.06488916517981","1.50416621015208","0.249792409500145",
"United Arab Emirates","ARE","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","11.7743313549633","5.25575609125819","-3.66111149544004","7.05102054449354","9.51597603475069","7.05448398235431","1.31286872877227","-3.61801721852343","-6.09746718633876","0.74053288990028","-1.69848529741975","3.68558480261669","2.38104573165367","1.75127660936019","3.33590049399268","0.810848724715441","1.80682611993994","1.27803630532681","-0.262474922298338","3.90747975417074","5.77304390654221","-0.952300705805683","-4.25444532085106","8.44337745491752","11.4595357967841","-2.34930767171667","3.77083954880202","4.072406796076","8.50142205935694","16.5263069319227","11.9621492822572","12.5339606710296","18.5333530817247","-15.1829798840046","12.4901759424146","13.165389424771","2.23763405834659","-0.867150016122579","-0.905520847120485","-15.4785730266768","-3.26536519835562","5.49514805203263","8.20653729561003","-1.89992766443147","",
"Argentina","ARG","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","20.3106975252928","28.8718416517331","25.5911543481732","28.7746173195633","21.2329349235212","25.6034624263967","29.0182629356081","10.2753105574405","7.79583003660558","6.46787463937974","31.2710638825753","64.2447859181755","65.5352873661713","30.6304413715773","197.697364540376","438.322779724218","159.427177705708","161.372172005774","147.377044038694","95.7904246111226","105.27636637456","194.535299671424","380.158528520508","611.196303889043","607.447497820506","77.2922366864323","127.539918062845","381.246344411434","3046.09115199662","2078.31681803114","140.502378663632","16.0719935356945","-3.56109557576575","2.84933971509302","3.16512339016516","-0.0523754965904146","-0.46391313116429","-1.70527962400085","-1.83655839220664","1.03728710073175","-1.09576771833679","30.555204053903","10.4957030215496","18.3633542492033","10.3175111982406","13.7410524859152","14.9399250245835","23.1711649813124","15.3776493708921","20.915124272047","23.7034721839593","22.3148806733049","23.9487984162746","40.2829716315506","26.5799916024707","41.1193799882279","26.0063792819079","40.0121652677666","50.6225683967961","39.8408568177334",
"Armenia","ARM","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.3861042982052","568.807295439343","1391.16654315168","4107.29676994743","161.163917579159","19.5917703052133","17.7359944945837","10.6984977562983","0.0538040809325366","-1.37367599828147","4.02796948177824","2.35739901911141","4.5985157283794","6.27859410767147","3.20875666635281","4.61801250818827","4.2778755387818","5.98956236068734","2.49725307891563","7.76871548067652","4.28154999826118","5.34580441814725","3.36682464224465","2.30918242990974","1.21390990471085","0.268575076501392","2.15064189848613","2.78770951425761","1.46271392892625","1.87745778397905",
"American Samoa","ASM","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36505293715847","-3.25907462221531","-1.36558343263874","2.81367521367521","3.16061220726536","11.0593351972663","25.776397515528","-15.3648895532304","-0.52356020942409","17.3684210526316","2.24358974358974","-0.962160294226521","1.4697327650683","1.40582171236608","-1.94089005769675","1.35444053765825","1.0004859210762","",
